2019/04/26 10:57:24.909,-0.182755
2019/04/26 10:57:25.005,-0.162186
2019/04/26 10:57:25.106,-0.060974
2019/04/26 10:57:25.206,0.051544
2019/04/26 10:57:25.307,0.106186
2019/04/26 10:57:25.403,0.034882
2019/04/26 10:57:25.503,0.000488
2019/04/26 10:57:25.604,-0.096481
2019/04/26 10:57:25.705,-0.239349
2019/04/26 10:57:25.800,-0.108688
2019/04/26 10:57:25.901,-0.147552
2019/04/26 10:57:26.002,-0.073730
2019/04/26 10:57:26.103,-0.029037
2019/04/26 10:57:26.198,-0.155045
2019/04/26 10:57:26.299,0.164841
2019/04/26 10:57:26.399,-0.436478
2019/04/26 10:57:26.500,-0.067352
2019/04/26 10:57:26.610,-0.260910
2019/04/26 10:57:26.697,-0.274643
2019/04/26 10:57:26.798,0.001678
2019/04/26 10:57:26.898,-0.040527
2019/04/26 10:57:26.994,-0.099991
2019/04/26 10:57:27.095,0.372177
2019/04/26 10:57:27.195,0.220657
2019/04/26 10:57:27.296,0.138748
2019/04/26 10:57:27.392,0.147934
2019/04/26 10:57:27.492,0.095108
2019/04/26 10:57:27.593,0.097351
2019/04/26 10:57:27.694,0.422714
2019/04/26 10:57:27.790,0.221573
2019/04/26 10:57:27.890,0.399155
2019/04/26 10:57:27.991,0.233505
2019/04/26 10:57:28.091,0.215149
2019/04/26 10:57:28.187,0.232391
2019/04/26 10:57:28.288,0.204941
2019/04/26 10:57:28.388,0.235031
2019/04/26 10:57:28.489,0.223419
2019/04/26 10:57:28.585,0.217117
2019/04/26 10:57:28.685,0.226685
2019/04/26 10:57:28.786,0.223053
2019/04/26 10:57:28.887,0.225281
2019/04/26 10:57:28.983,0.221466
2019/04/26 10:57:29.083,0.227173
2019/04/26 10:57:29.184,0.225601
2019/04/26 10:57:29.285,0.220322
2019/04/26 10:57:29.380,0.217514
2019/04/26 10:57:29.481,0.225555
2019/04/26 10:57:29.582,0.221558
2019/04/26 10:57:29.682,0.220322
2019/04/26 10:57:29.778,0.234955
2019/04/26 10:57:29.879,0.269653
2019/04/26 10:57:29.979,0.282562
2019/04/26 10:57:30.080,0.259323
2019/04/26 10:57:30.176,0.242218
2019/04/26 10:57:30.276,0.226746
2019/04/26 10:57:30.377,0.239822
2019/04/26 10:57:30.478,0.232056
2019/04/26 10:57:30.573,0.240326
2019/04/26 10:57:30.674,0.212067
2019/04/26 10:57:30.775,0.196304
2019/04/26 10:57:30.875,0.217209
2019/04/26 10:57:30.971,0.237228
2019/04/26 10:57:31.072,0.205490
2019/04/26 10:57:31.173,0.211472
2019/04/26 10:57:31.273,0.258423
2019/04/26 10:57:31.369,0.235260
2019/04/26 10:57:31.470,0.243881
2019/04/26 10:57:31.570,0.205353
2019/04/26 10:57:31.671,0.284592
2019/04/26 10:57:31.767,0.241669
2019/04/26 10:57:31.867,0.180389
2019/04/26 10:57:31.968,0.134171
2019/04/26 10:57:32.068,0.137589
